"Wavelength","Semrock FF01-400/40","Semrock FF01-470/28","Semrock FF01-532/18","Chroma 51000bs","pco.edge 4.2","Omicron LedHUB 405nm LED","Omicron LedHUB 475nm LED","Omicron LedHUB 530nm LED"
481,1.9022e-8,0.92443001,1.9101e-7,0.10203699767589999,0.707394651353313,0,0.777989999999637,0.062946483991817
482,1.676e-8,0.94687998,1.9764001e-7,0.09171839803457302,0.709134407330196,0,0.728109999999617,0.0706552621369863
483,1.4767e-8,0.94505,2.0448999e-7,0.08396259695291498,0.710871538910611,0,0.675309999999644,0.0804127584270429
484,1.6517999e-8,0.94884998,2.0986e-7,0.07933700084686299,0.712594004746064,0,0.623469999999646,0.0906553430635499
485,1.9578e-8,0.64861,2.1538e-7,0.075552999973297,0.714294174238423,0,0.572479999999697,0.102976264940819
486,2.3205001e-8,0.0094100004,2.2104e-7,0.073511600494385,0.715968827539921,0,0.525379999999721,0.115147719459402
487,2.7503001e-8,0.000099334997,2.2685001e-7,0.07317099720239599,0.717619155553158,0,0.482099999999733,0.129259008530383
488,3.2597001e-8,0.0000041438002,2.3264001e-7,0.074273601174355,0.719250759931096,0,0.44166999999976,0.145512137041045
489,2.9869e-8,4.7189999e-7,2.2044e-7,0.076483599841595,0.720873653077064,0,0.404319999999782,0.161724652018981
490,2.5735e-8,2.167e-7,2.0888e-7,0.080377496778965,0.722502258144754,0,0.370549999999803,0.180628264214956
491,2.2174e-8,1.3181e-7,1.9792e-7,0.086193397641182,0.72413299360487,0,0.339949999999831,0.200009099444463
492,1.9105e-8,7.9311e-8,1.8754e-7,0.09452400356531099,0.725767106841334,0,0.312859999999832,0.222385788773565
493,1.8673999e-8,1.4349e-7,1.7767999e-7,0.1054780036211,0.727400497013911,0,0.287649999999843,0.245343504615319
494,2.0037e-8,1.1473e-7,1.6625999e-7,0.11940100044011999,0.729026594981931,0,0.26387999999986,0.270876676032747
495,2.1499e-8,2.1415e-8,1.5557001e-7,0.1380500048399,0.730641168063463,0,0.242199999999896,0.296877656504055
496,2.2961e-8,7.1731002e-8,1.4557e-7,0.16276699304581,0.732242320035324,0,0.222499999999894,0.325094998789568
497,2.2229001e-8,5.7800001e-8,1.3621001e-7,0.19329500198364,0.733830491133068,0,0.2036099999999,0.353220185412514
498,2.152e-8,1.6388999e-7,1.2767001e-7,0.22865100204945002,0.735408458050994,0,0.185839999999901,0.382643849552435
499,2.7805999e-8,2.0755e-7,1.4686999e-7,0.27857199311256,0.736981333942144,0,0.169949999999906,0.414582323519355
500,7.5208e-8,1.4450001e-7,1.6895e-7,0.33912700414658004,0.738556568418301,0,0.155219999999908,0.446532483143415
501,1.591e-7,1.0061e-7,1.9436e-7,0.41048198938370006,0.740133331681469,0,0.141249999999915,0.481946230309266
502,1.6103e-7,7.1301997e-8,1.8750001e-7,0.49225899577140997,0.741738147946141,0,0.128209999999923,0.515543318253224
503,1.6298e-7,7.1777002e-8,1.4936001e-7,0.5809779763221701,0.743342244525358,0,0.116059999999933,0.548598207568759
504,1.6496e-7,7.2256e-8,1e-7,0.65803200006485,0.744882254462843,0,0.105159999999942,0.585688425290538
505,1.5062e-7,7.2737997e-8,1.5307e-7,0.7488170266151399,0.746316732381872,0,0.0955199999999463,0.621742951639696
506,1.2651e-7,7.3222999e-8,1.1735e-7,0.8305000066757199,0.747626154485267,0,0.086809999999951,0.653978143490757
507,1.0626e-7,7.3651002e-8,1e-7,0.87847900390625,0.748812918555399,0,0.0789699999999565,0.691319815440334
508,8.9244999e-8,7.3526003e-8,1e-7,0.88671499490738,0.749901343954188,0,0.0719499999999611,0.726016849363241
509,8.8533e-8,7.3400003e-8,1.2357999e-7,0.86638802289963,0.750937671623101,0,0.065649999999966,0.759646297457765
510,9.0321997e-8,7.3274997e-8,1.2683e-7,0.8317530155181899,0.751990064083154,0,0.0600499999999689,0.792501094331936
